,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
120,1999,35,1999-04-25,Leeds United,1,1,Manchester Utd,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,1999-04-25,11.2,8.8,14.8,,,120.0,14.0,,,
121,2000,11,1999-10-16,Leeds United,2,0,Sheffield Weds,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,1999-10-16,11.4,9.8,13.8,,,,,,,
122,2000,16,1999-11-28,Leeds United,1,0,Southampton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,1999-11-28,11.6,7.8,12.8,,,215.0,35.9,,,
123,2000,21,2000-01-03,Leeds United,1,2,Aston Villa,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-01-03,7.8,4.8,10.8,,,239.0,26.5,,,
124,2000,27,2000-03-05,Leeds United,3,0,Coventry City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-03-05,4.3,-0.2,8.8,,,247.0,22.5,,,
125,2000,29,2000-03-19,Leeds United,4,1,Wimbledon,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-03-19,6.5,-0.2,12.8,,,276.0,16.1,,,
126,2000,33,2000-04-16,Leeds United,0,4,Arsenal,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-04-16,5.3,0.8,9.8,,,,,,,
127,2000,35,2000-05-03,Leeds United,3,1,Watford,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-05-03,7.9,6.8,8.8,,,20.0,19.7,,,
128,2001,1,2000-08-19,Leeds United,2,0,Everton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-08-19,14.7,11.8,17.8,,,,,,,
129,2001,4,2000-09-05,Leeds United,1,2,Manchester City,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-09-05,15.2,12.8,18.8,,,,,,,
130,2001,6,2000-09-16,Leeds United,1,2,Ipswich Town,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-09-16,14.1,11.8,16.8,,,300.0,21.8,,,
131,2001,9,2000-10-14,Leeds United,3,1,Charlton Ath,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-10-14,10.8,8.8,12.8,,,207.0,11.7,,,
132,2001,15,2000-11-26,Leeds United,1,0,Arsenal,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-11-26,6.8,5.8,7.8,,,239.0,28.0,,,
133,2001,18,2000-12-16,Leeds United,2,0,Sunderland,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-12-16,0.5,-1.2,1.8,,,,,,,
134,2001,19,2000-12-23,Leeds United,1,2,Aston Villa,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2000-12-23,3.3,2.8,4.8,,,,,,,
135,2001,25,2001-01-31,Leeds United,1,0,Coventry City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-01-31,3.0,0.8,4.8,,,,,,,
136,2001,29,2001-03-03,Leeds United,1,1,Manchester Utd,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-03-03,-1.8,-5.2,1.8,,,,,,,
137,2001,32,2001-04-07,Leeds United,2,0,Southampton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-04-07,6.1,4.8,7.8,,,292.0,24.4,,,
138,2001,36,2001-04-28,Leeds United,2,0,Chelsea,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-04-28,7.8,4.8,11.8,,,248.0,20.8,,,
139,2002,1,2001-08-18,Leeds United,2,0,Southampton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-08-18,17.1,13.8,20.8,,,,12.6,,,
140,2002,12,2001-11-04,Leeds United,2,1,Tottenham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-11-04,7.9,4.8,10.8,,,267.0,20.2,,,
141,2002,14,2001-11-25,Leeds United,1,1,Aston Villa,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2001-11-25,9.0,4.8,12.8,,,250.0,20.4,,,
142,2002,23,2002-01-20,Leeds United,1,1,Arsenal,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-01-20,8.7,5.8,11.8,,,236.0,31.0,,,
143,2002,25,2002-02-03,Leeds United,0,4,Liverpool,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-02-03,7.9,4.8,9.8,,,,23.7,,,
144,2002,27,2002-02-24,Leeds United,0,0,Charlton Ath,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-02-24,2.1,-0.2,3.8,,,208.0,10.2,,,
145,2002,29,2002-03-06,Leeds United,2,0,Ipswich Town,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-03-06,9.3,6.8,10.8,,,255.0,46.7,,,
146,2002,30,2002-03-17,Leeds United,3,1,Blackburn,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-03-17,8.4,6.8,11.8,,,147.0,13.7,,,
147,2002,32,2002-03-30,Leeds United,3,4,Manchester Utd,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-03-30,6.8,-1.3,15.0,,,,8.1,,1017.2,
148,2002,34,2002-04-07,Leeds United,2,0,Sunderland,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-04-07,5.4,0.8,10.8,,,73.0,10.1,,,
149,2002,36,2002-04-20,Leeds United,0,1,Fulham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-04-20,10.4,4.8,14.8,,,,12.3,,,
150,2002,38,2002-05-11,Leeds United,1,0,Middlesbrough,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-05-11,11.9,8.8,15.8,,,,17.9,,,
151,2003,1,2002-08-17,Leeds United,3,0,Manchester City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-08-17,20.2,14.8,25.8,,,143.0,14.2,,1012.9,
152,2003,3,2002-08-28,Leeds United,0,1,Sunderland,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-08-28,16.7,13.8,20.8,,,270.0,14.7,,1020.0,
153,2003,6,2002-09-14,Leeds United,1,0,Manchester Utd,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-09-14,13.8,12.7,14.9,,,352.0,13.7,,1030.2,
154,2003,10,2002-10-19,Leeds United,0,1,Liverpool,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-10-19,3.9,-0.2,8.8,,,272.0,14.7,,1017.2,
155,2003,12,2002-11-03,Leeds United,0,1,Everton,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-11-03,9.8,6.8,12.8,,,236.0,16.5,,1000.2,
156,2003,14,2002-11-17,Leeds United,2,4,Bolton,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-11-17,6.0,3.8,6.8,,,4.0,9.7,,1008.3,
157,2003,16,2002-12-01,Leeds United,1,2,Charlton Ath,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-12-01,7.7,6.8,9.8,,,177.0,21.1,,996.2,
158,2003,19,2002-12-21,Leeds United,1,1,Southampton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2002-12-21,0.9,-0.2,3.8,,,84.0,11.2,,1016.7,
159,2003,22,2003-01-01,Leeds United,2,0,Birmingham City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-01-01,3.7,1.7,5.3,,,139.0,11.5,,994.1,
160,2003,24,2003-01-18,Leeds United,0,0,West Brom,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-01-18,5.6,2.8,8.8,,,,15.3,,,
161,2003,27,2003-02-08,Leeds United,1,0,West Ham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-02-08,8.5,7.8,9.8,,,219.0,21.7,,,
162,2003,30,2003-03-15,Leeds United,2,3,Middlesbrough,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-03-15,3.8,-0.2,8.8,,,90.0,15.2,,,
163,2003,33,2003-04-12,Leeds United,2,2,Tottenham,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-04-12,6.8,1.8,11.8,,,,9.2,,,
164,2003,35,2003-04-22,Leeds United,2,0,Fulham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-04-22,9.4,5.8,12.8,,,230.0,10.0,,1014.9,
165,2003,36,2003-04-26,Leeds United,2,3,Blackburn,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-04-26,10.1,6.8,13.8,,,203.0,13.1,,1001.3,
166,2003,38,2003-05-11,Leeds United,3,1,Aston Villa,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-05-11,9.2,5.8,13.8,,,209.0,14.5,,1013.9,
167,2004,1,2003-08-17,Leeds United,2,2,Newcastle Utd,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-08-17,15.3,10.8,20.8,,,,11.7,,,
168,2004,3,2003-08-26,Leeds United,0,0,Southampton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-08-26,14.4,13.4,15.8,,,12.0,11.1,,1020.1,
169,2004,9,2003-10-18,Leeds United,0,1,Manchester Utd,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-10-18,9.8,8.8,12.8,,,67.0,14.8,,,
170,2004,11,2003-11-01,Leeds United,1,4,Arsenal,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-11-01,6.8,5.8,8.8,,,291.0,18.5,,,
171,2004,13,2003-11-22,Leeds United,0,2,Bolton,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-11-22,2.9,0.8,4.8,,,,5.3,,,
172,2004,15,2003-12-06,Leeds United,1,1,Chelsea,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-12-06,6.5,4.8,9.8,,,55.0,16.8,,1032.9,
173,2004,16,2003-12-14,Leeds United,3,2,Fulham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-12-14,5.6,2.8,7.8,,,295.0,35.3,,1013.3,
174,2004,18,2003-12-26,Leeds United,0,0,Aston Villa,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2003-12-26,8.9,6.2,10.3,,,204.0,26.4,,995.8,
175,2004,21,2004-01-10,Leeds United,0,1,Tottenham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-01-10,7.5,3.8,10.8,,,221.0,19.7,,1004.7,
176,2004,23,2004-01-31,Leeds United,0,3,Middlesbrough,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-01-31,8.2,4.3,11.5,,,212.0,23.4,,985.7,
177,2004,27,2004-02-29,Leeds United,2,2,Liverpool,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-02-29,1.4,-0.2,4.8,,,2.0,15.1,,,
178,2004,29,2004-03-22,Leeds United,2,1,Manchester City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-03-22,5.2,3.8,8.8,,,282.0,26.6,,1007.9,
179,2004,33,2004-04-13,Leeds United,1,1,Everton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-04-13,9.5,5.8,13.8,,,263.0,14.9,,,
180,2004,35,2004-04-25,Leeds United,1,2,Portsmouth,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2004-04-25,15.8,10.8,20.8,,,,6.7,,1025.5,
181,2021,2,2020-09-19,Leeds United,4,3,Fulham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-09-19,12.6,9.8,16.5,,,18.0,16.1,35.2,1024.0,
182,2021,4,2020-10-03,Leeds United,1,1,Manchester City,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-10-03,12.2,11.5,13.1,,,357.0,18.0,37.0,990.0,
183,2021,5,2020-10-19,Leeds United,0,1,Wolves,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-10-19,9.8,7.4,12.7,,,152.0,14.5,31.5,1013.0,
184,2021,7,2020-11-02,Leeds United,1,4,Leicester City,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-11-02,11.7,8.0,15.6,,,232.0,27.9,55.5,996.1,
185,2021,9,2020-11-22,Leeds United,0,0,Arsenal,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-11-22,6.9,4.4,9.0,,,237.0,10.4,24.1,1023.8,
186,2021,12,2020-12-11,Leeds United,1,2,West Ham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-12-11,6.2,5.3,6.9,,,121.0,8.2,31.5,986.1,
187,2021,13,2020-12-16,Leeds United,5,2,Newcastle Utd,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-12-16,6.9,5.6,8.2,,,157.0,19.8,42.6,1003.0,
188,2021,15,2020-12-27,Leeds United,1,0,Burnley,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2020-12-27,4.9,2.4,7.7,,,225.0,21.6,57.4,970.8,
189,2021,19,2021-01-16,Leeds United,0,1,Brighton,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-01-16,2.6,-1.6,5.5,6.3,,200.0,16.5,38.9,1015.7,
190,2021,22,2021-02-03,Leeds United,1,2,Everton,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-02-03,3.7,2.6,5.7,3.4,,312.0,7.1,20.4,994.4,
191,2021,23,2021-02-08,Leeds United,2,0,Crystal Palace,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-02-08,-0.2,-1.1,0.9,0.8,,31.0,17.4,37.0,1010.2,
192,2021,18,2021-02-23,Leeds United,3,0,Southampton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-02-23,8.5,4.0,12.6,0.2,,167.0,26.8,61.1,1015.5,
193,2021,26,2021-02-27,Leeds United,0,1,Aston Villa,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-02-27,5.8,2.5,10.4,0.0,,225.0,6.5,20.4,1040.9,
194,2021,28,2021-03-13,Leeds United,0,0,Chelsea,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-03-13,5.4,4.4,7.1,5.6,,260.0,26.8,59.3,988.9,
195,2021,30,2021-04-03,Leeds United,2,1,Sheffield Utd,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-04-03,5.9,3.3,9.1,0.0,,8.0,12.7,27.8,1034.5,
196,2021,32,2021-04-19,Leeds United,1,1,Liverpool,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-04-19,7.9,0.9,15.1,0.0,,162.0,7.3,24.1,1022.3,
197,2021,33,2021-04-25,Leeds United,0,0,Manchester Utd,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-04-25,7.2,2.4,12.7,0.0,,44.0,9.0,25.9,1031.5,
198,2021,35,2021-05-08,Leeds United,3,1,Tottenham,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-05-08,7.4,2.4,13.2,14.0,,159.0,12.5,29.6,1002.3,
199,2021,38,2021-05-23,Leeds United,3,1,West Brom,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-05-23,9.1,5.1,12.8,7.1,,178.0,17.7,44.5,1003.5,
200,2022,2,2021-08-21,Leeds United,2,2,Everton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-08-21,17.2,15.0,19.5,10.1,,147.0,7.5,22.2,1014.5,
201,2022,4,2021-09-12,Leeds United,0,3,Liverpool,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-09-12,14.0,11.6,16.9,2.0,,335.0,7.5,20.4,1018.9,
202,2022,6,2021-09-25,Leeds United,1,2,West Ham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-09-25,17.9,15.8,20.9,0.0,,196.0,7.5,20.4,1012.7,
203,2022,7,2021-10-02,Leeds United,1,0,Watford,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-10-02,10.0,8.3,11.6,3.9,,163.0,16.4,38.9,996.2,
204,2022,9,2021-10-23,Leeds United,1,1,Wolves,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-10-23,9.2,6.1,12.6,0.0,,177.0,14.4,33.3,1021.1,
205,2022,11,2021-11-07,Leeds United,1,1,Leicester City,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-11-07,9.3,6.3,11.4,0.0,,279.0,20.8,46.3,1018.2,
206,2022,14,2021-11-30,Leeds United,1,0,Crystal Palace,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-11-30,9.5,7.4,10.7,4.0,,259.0,20.8,42.6,1004.7,
207,2022,15,2021-12-05,Leeds United,2,2,Brentford,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-12-05,4.7,2.1,6.6,1.4,,332.0,20.5,46.3,1008.9,
208,2022,18,2021-12-18,Leeds United,1,4,Arsenal,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2021-12-18,4.8,3.3,6.4,0.0,,115.0,3.1,11.1,1041.2,
209,2022,21,2022-01-02,Leeds United,3,1,Burnley,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-01-02,10.1,9.0,10.7,5.8,,210.0,20.8,46.3,1004.0,
210,2022,23,2022-01-22,Leeds United,0,1,Newcastle Utd,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-01-22,3.9,1.4,7.6,0.0,,256.0,7.9,22.2,1036.4,
211,2022,26,2022-02-20,Leeds United,2,4,Manchester Utd,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-02-20,8.3,4.3,11.0,32.1,,237.0,35.8,68.5,994.0,
212,2022,27,2022-02-26,Leeds United,0,4,Tottenham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-02-26,5.5,2.4,9.5,0.0,,161.0,16.8,38.9,1026.6,
213,2022,20,2022-03-10,Leeds United,0,3,Aston Villa,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-03-10,10.0,7.3,13.2,0.3,,155.0,18.7,44.5,1013.5,
214,2022,29,2022-03-13,Leeds United,2,1,Norwich City,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-03-13,8.7,6.9,11.9,0.6,,158.0,20.3,46.3,1004.5,
215,2022,31,2022-04-02,Leeds United,1,1,Southampton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-04-02,3.1,-1.1,7.5,0.7,,3.0,7.2,25.9,1024.4,
216,2022,35,2022-04-30,Leeds United,0,4,Manchester City,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-04-30,9.6,2.5,16.1,2.3,,217.0,9.3,29.6,1029.0,
217,2022,33,2022-05-11,Leeds United,0,3,Chelsea,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-05-11,12.4,9.3,14.9,1.8,,235.0,21.4,42.6,1006.2,
218,2022,37,2022-05-15,Leeds United,1,1,Brighton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-05-15,13.1,9.2,17.7,3.7,,58.0,10.9,31.5,1017.5,
219,2023,1,2022-08-06,Leeds United,2,1,Wolves,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-08-06,14.2,8.6,18.8,0.0,,266.0,11.6,31.5,1028.5,
220,2023,3,2022-08-21,Leeds United,3,0,Chelsea,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-08-21,16.7,13.0,20.5,0.7,,243.0,12.7,31.5,1013.9,
221,2023,5,2022-08-30,Leeds United,1,1,Everton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-08-30,13.8,10.8,17.4,0.0,,9.0,13.7,29.6,1027.4,
222,2023,9,2022-10-02,Leeds United,0,0,Aston Villa,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-10-02,12.5,9.1,16.8,0.0,,258.0,10.9,29.6,1018.7,
223,2023,11,2022-10-16,Leeds United,0,1,Arsenal,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-10-16,10.8,8.8,13.4,0.0,,205.0,20.5,44.5,1005.7,
224,2023,13,2022-10-23,Leeds United,2,3,Fulham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-10-23,12.6,11.6,14.0,8.9,,128.0,8.1,20.4,1001.6,
225,2023,15,2022-11-05,Leeds United,4,3,Bournemouth,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-11-05,8.9,6.6,11.3,1.9,,178.0,13.0,33.3,1008.8,
226,2023,17,2022-12-28,Leeds United,1,3,Manchester City,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2022-12-28,8.1,6.5,9.5,4.7,,189.0,20.2,46.3,994.7,
227,2023,19,2023-01-04,Leeds United,2,2,West Ham,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-01-04,11.1,9.7,12.4,1.1,,249.0,35.1,64.8,1006.4,
228,2023,21,2023-01-22,Leeds United,0,0,Brentford,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-01-22,-1.3,-3.8,1.0,0.0,,146.0,10.1,24.1,1034.0,
229,2023,23,2023-02-12,Leeds United,0,2,Manchester Utd,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-02-12,4.7,2.0,8.5,0.0,,172.0,6.7,22.2,1036.7,
230,2023,25,2023-02-25,Leeds United,1,0,Southampton,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-02-25,3.8,2.7,5.5,0.0,,356.0,16.8,35.2,1021.0,
231,2023,27,2023-03-11,Leeds United,2,2,Brighton,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-03-11,0.3,-4.6,4.1,3.5,,170.0,9.3,31.5,1008.1,
232,2023,7,2023-04-04,Leeds United,2,1,Nott'ham Forest,H,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-04-04,6.1,-0.5,12.6,0.0,,160.0,11.2,29.6,1027.3,
233,2023,30,2023-04-09,Leeds United,1,5,Crystal Palace,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-04-09,8.4,3.4,13.4,0.0,,151.0,13.8,35.2,1020.5,
234,2023,31,2023-04-17,Leeds United,1,6,Liverpool,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-04-17,10.7,6.6,15.1,0.3,,99.0,7.6,24.1,1028.9,
235,2023,33,2023-04-25,Leeds United,1,1,Leicester City,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-04-25,5.6,0.4,10.7,0.0,,346.0,8.3,20.4,1018.7,
236,2023,36,2023-05-13,Leeds United,2,2,Newcastle Utd,D,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-05-13,11.2,7.4,16.2,0.0,,40.0,10.0,24.1,1028.1,
237,2023,38,2023-05-28,Leeds United,1,4,Tottenham,A,Leeds,Leeds,Elland Road,39460,53.777778,-1.572222,England,Elland Road,2023-05-28,12.6,9.0,15.0,0.4,,13.0,13.4,29.6,1026.6,
238,1993,1,1992-08-15,Crystal Palace,3,3,Blackburn,D,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-08-15,16.4,12.7,20.1,0.0,,200.0,11.3,,1016.6,
239,1993,4,1992-08-25,Crystal Palace,1,1,Sheffield Weds,D,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-08-25,18.8,16.9,21.8,13.0,,228.0,19.7,,1010.8,
240,1993,5,1992-08-29,Crystal Palace,1,2,Norwich City,A,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-08-29,14.3,11.8,17.7,0.0,,239.0,12.8,,1005.2,
241,1993,8,1992-09-12,Crystal Palace,2,2,Oldham Athletic,D,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-09-12,11.4,6.3,15.9,0.0,,201.0,7.6,,1024.6,
242,1993,10,1992-09-26,Crystal Palace,1,2,Southampton,A,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-09-26,17.5,13.9,22.4,0.0,,84.0,9.0,,1013.0,
243,1993,12,1992-10-17,Crystal Palace,0,0,Manchester City,D,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-10-17,2.4,-3.2,9.6,,,273.0,5.3,,1003.5,
244,1993,14,1992-11-02,Crystal Palace,1,2,Arsenal,A,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-11-02,11.3,8.1,14.2,7.1,,221.0,25.5,,,
245,1993,16,1992-11-21,Crystal Palace,1,1,Nott'ham Forest,D,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-11-21,8.5,5.7,13.8,,,208.0,10.4,,1012.3,
246,1993,18,1992-12-05,Crystal Palace,2,0,Sheffield Utd,H,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-12-05,4.1,2.1,6.8,,,237.0,13.6,,997.0,
247,1993,20,1992-12-20,Crystal Palace,1,0,Leeds United,H,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-12-20,4.2,3.0,5.7,2.0,,38.0,15.4,,1024.0,
248,1993,21,1992-12-26,Crystal Palace,2,0,Wimbledon,H,Crystal Palace,London,Selhurst Park,26309,51.398333,-0.085556,England,Selhurst Park,1992-12-26,4.7,4.0,5.7,,,35.0,17.2,,1037.7,
